Loan_Status,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
Fully_Paid,180268,Short_Term,747,1167588,5_years,Home_Mortgage,Buy_a_Car,9418.49,15.4,24,6,0,181146,69918046,0,0
Fully_Paid,325424,Short_Term,737,2398199,3_years,Home_Mortgage,Debt_Consolidation,62752.63,16,3,18,0,613244,784608,0,0
Not_Paid,217360,Short_Term,710,1407900,1_year,Home_Mortgage,Debt_Consolidation,19710.6,8,2,11,0,242098,292314,0,0
Fully_Paid,99999999,Short_Term,716,1027140,10+_years,Home_Mortgage,Debt_Consolidation,25592.81,31.6,63,14,0,227297,540430,0,0
Fully_Paid,328482,Short_Term,730,1248224,7_years,Home_Mortgage,Debt_Consolidation,23508.32,13,7,9,0,215555,440198,0,0
Fully_Paid,99999999,Short_Term,722,1807432,6_years,Rent,Debt_Consolidation,19128.63,14,32,8,0,117610,223608,0,0
Fully_Paid,509344,Long_Term,721,1032764,10+_years,Home_Mortgage,Debt_Consolidation,10671.92,20.8,20,11,0,341981,1261084,0,0
Fully_Paid,352814,Long_Term,701,777347,2_years,Rent,Other,22478.52,21,66,7,0,155211,329164,0,0
Not_Paid,506330,Long_Term,717,987905,2_years,Rent,Debt_Consolidation,13336.67,22.4,81,10,0,553470,753940,0,0
Fully_Paid,94534,Short_Term,725,913710,7_years,Rent,Other,25888.45,17.5,78,11,0,117591,148632,0,0
Not_Paid,89958,Short_Term,727,1437350,4_years,Home_Mortgage,Debt_Consolidation,24554.84,10.8,38,6,0,0,0,0,0
Not_Paid,435820,Long_Term,723,930753,10+_years,Own_Home,Debt_Consolidation,5103.59,14.7,68,10,0,202768,555016,0,0
Fully_Paid,323598,Short_Term,744,2235768,3_years,Home_Mortgage,Debt_Consolidation,33722.91,22.7,34,11,0,323494,756734,0,0
Not_Paid,107470,Short_Term,6750,985036,3_years,Rent,Debt_Consolidation,11574.23,15.7,24,13,1,77045,392964,1,0
Fully_Paid,303072,Short_Term,715,1495680,7_years,Home_Mortgage,Debt_Consolidation,16577.12,30.1,66,14,0,233814,532928,0,0
Fully_Paid,140294,Short_Term,713,769348,10+_years,Rent,Debt_Consolidation,13463.59,16.8,31,7,0,89775,106942,0,0
Not_Paid,433686,Long_Term,672,1513312,10+_years,Home_Mortgage,Debt_Consolidation,37454.51,12,70,11,0,38000,125730,0,0
Fully_Paid,543070,Long_Term,640,1388292,2_years,Home_Mortgage,Debt_Consolidation,18198.2,16.9,5,11,1,89984,232540,1,0
Fully_Paid,254430,Long_Term,727,845177,<_1_year,Home_Mortgage,Debt_Consolidation,20847.56,13.2,48,10,0,167979,543312,0,0
Fully_Paid,445148,Short_Term,740,961115,10+_years,Own_Home,Debt_Consolidation,10251.83,18.3,26,6,0,442871,767668,0,0
Not_Paid,195756,Short_Term,704,1202263,10+_years,Rent,Debt_Consolidation,29755.9,21.1,13,18,0,487179,882772,0,0
Not_Paid,130086,Short_Term,719,1029857,1_year,Rent,Debt_Consolidation,7449.14,29,20,7,0,209285,284086,0,0
Not_Paid,26730,Short_Term,7170,807899,8_years,Home_Mortgage,Home_Improvements,13666.89,29.4,42,13,0,328719,516450,0,0
Fully_Paid,99999999,Short_Term,737,1372104,10+_years,Rent,Debt_Consolidation,22754.02,14.6,70,9,0,287527,399190,0,0
Fully_Paid,99999999,Short_Term,745,1421542,4_years,Home_Mortgage,Debt_Consolidation,18006.11,19.1,46,8,0,233491,599434,0,0
Fully_Paid,139260,Short_Term,736,563787,<_1_year,Own_Home,Debt_Consolidation,7799.12,25.2,24,9,0,83657,206580,0,0
Fully_Paid,99999999,Long_Term,663,1133958,8_years,Rent,Debt_Consolidation,19466.26,14.8,82,6,0,361570,411246,0,0
Fully_Paid,174812,Short_Term,721,1415310,2_years,Home_Mortgage,Home_Improvements,40926,26.7,62,15,0,520182,897622,0,0
Fully_Paid,104478,Short_Term,740,1334693,6_years,Rent,Debt_Consolidation,17573.48,21.6,64,7,0,105716,189508,0,0
Fully_Paid,171006,Short_Term,719,1010458,7_years,Rent,Debt_Consolidation,19922.64,19.1,62,11,0,421515,666754,0,0
Fully_Paid,430892,Long_Term,675,1451315,10+_years,Home_Mortgage,Debt_Consolidation,19230.09,15.2,22,15,0,402534,682418,0,0
Fully_Paid,222046,Long_Term,683,575301,<_1_year,Rent,Debt_Consolidation,8533.66,8.5,21,14,0,67697,389950,0,0
Fully_Paid,133826,Long_Term,688,708434,3_years,Home_Mortgage,Debt_Consolidation,8447.97,18.4,35,9,0,138187,282678,0,0
Fully_Paid,99999999,Short_Term,706,794143,10+_years,Home_Mortgage,Debt_Consolidation,13764.93,16.9,12,10,0,159182,212850,0,0
Not_Paid,134376,Short_Term,7200,935940,10+_years,Own_Home,Debt_Consolidation,8345.37,27.7,36,8,0,199937,465806,0,0
Fully_Paid,151492,Short_Term,747,1495224,2_years,Rent,Debt_Consolidation,14204.59,12.9,24,16,0,118465,606914,0,0
Not_Paid,419078,Short_Term,7000,1343243,9_years,Home_Mortgage,Debt_Consolidation,11753.4,21.1,15,5,0,369531,546480,0,0
Fully_Paid,539792,Short_Term,724,1326542,10+_years,Rent,Debt_Consolidation,16028.97,26.1,23,8,0,583053,706926,0,0
Fully_Paid,761838,Long_Term,674,2443818,7_years,Rent,Debt_Consolidation,42970.4,20.6,13,12,0,1061834,2141986,0,0
Fully_Paid,99999999,Short_Term,719,1399179,2_years,Home_Mortgage,Buy_a_Car,24252.17,17.8,19,8,0,0,0,0,0
Fully_Paid,135190,Short_Term,750,1362186,10+_years,Home_Mortgage,Other,3030.88,17.1,31,17,0,20140,971718,0,0
Not_Paid,173514,Short_Term,703,786752,6_years,Rent,Debt_Consolidation,9198.47,14,56,8,0,43776,67210,0,0
Fully_Paid,128920,Short_Term,733,1076217,8_years,Home_Mortgage,Debt_Consolidation,11820.28,14.4,5,11,0,205029,380468,0,0
Not_Paid,587378,Long_Term,6740,1493115,<_1_year,Rent,Debt_Consolidation,17046.42,15.4,43,10,0,110637,366036,0,0
Fully_Paid,157366,Short_Term,742,1261923,2_years,Home_Mortgage,Debt_Consolidation,13250.22,17.2,30,9,0,418646,618310,0,0
Fully_Paid,176550,Short_Term,739,952945,3_years,Home_Mortgage,Debt_Consolidation,9370.61,15.7,37,9,0,109592,325380,0,0
Fully_Paid,99999999,Short_Term,706,477470,10+_years,Rent,Debt_Consolidation,13926.24,13.5,16,8,1,46151,106216,1,0
Fully_Paid,400224,Short_Term,722,782591,5_years,Rent,Debt_Consolidation,13043.31,22.4,30,11,0,246601,379676,0,0
Fully_Paid,108768,Short_Term,714,1089650,10+_years,Home_Mortgage,Home_Improvements,9016.83,12,81,16,0,279148,808038,0,0
Fully_Paid,99999999,Short_Term,699,742729,10+_years,Rent,Other,12923.61,28.4,35,6,0,19247,22396,0,0
Fully_Paid,535018,Short_Term,743,1925270,7_years,Rent,Debt_Consolidation,15787.29,10.2,17,14,0,478515,1309836,0,0
Fully_Paid,435490,Long_Term,702,1495072,5_years,Rent,Debt_Consolidation,24668.65,14.8,32,10,0,62605,164362,0,0
Fully_Paid,667986,Long_Term,741,2884485,8_years,Home_Mortgage,Debt_Consolidation,30287.14,20.8,59,17,0,603022,1433762,0,0
Not_Paid,262174,Short_Term,7300,1415177,10+_years,Own_Home,Debt_Consolidation,23468.23,29.4,35,13,0,679573,1259016,0,0
Fully_Paid,271986,Short_Term,709,1766354,7_years,Home_Mortgage,Debt_Consolidation,15161.05,40.7,9,10,0,416917,539374,0,0
Not_Paid,528220,Long_Term,654,1520608,7_years,Home_Mortgage,Debt_Consolidation,28131.21,22.6,80,15,0,398734,1056528,0,0
Fully_Paid,268510,Short_Term,714,1449377,9_years,Home_Mortgage,Debt_Consolidation,22465.22,15.5,9,5,0,144533,313412,0,0
Fully_Paid,134178,Short_Term,705,1899810,8_years,Home_Mortgage,Debt_Consolidation,8849.82,13.1,31,11,0,338048,808720,0,0
Fully_Paid,99999999,Short_Term,716,1433455,10+_years,Home_Mortgage,Debt_Consolidation,35836.47,16.5,26,32,1,433181,1404986,0,1
Fully_Paid,544346,Short_Term,720,1504344,10+_years,Rent,Debt_Consolidation,18804.3,12.8,6,16,0,395181,713834,0,0
Fully_Paid,533852,Long_Term,666,1575290,2_years,Rent,Debt_Consolidation,15227.93,14.9,7,10,0,178600,528902,0,0
Fully_Paid,439692,Short_Term,733,1063259,4_years,Own_Home,Debt_Consolidation,12581.99,9.5,71,9,0,105602,429044,0,0
Fully_Paid,331232,Short_Term,725,991496,9_years,Home_Mortgage,Other,17070.36,18.7,11,15,0,275348,888118,0,0
Not_Paid,751146,Short_Term,655,1445691,10+_years,Rent,Debt_Consolidation,35901.26,17,4,16,0,641611,789492,0,0
Fully_Paid,556424,Short_Term,748,1792004,6_years,Rent,Home_Improvements,925.87,19.3,16,7,0,49780,1516834,0,0
Not_Paid,208450,Short_Term,6840,1012662,5_years,Rent,Other,28607.73,14.8,49,11,0,181165,327778,0,0
Fully_Paid,233354,Long_Term,730,1027045,3_years,Home_Mortgage,Debt_Consolidation,19428.07,15,26,15,0,206131,383702,0,0
Fully_Paid,387530,Short_Term,693,1108498,3_years,Own_Home,Debt_Consolidation,19491.15,31.3,65,15,0,242174,548768,0,0
Fully_Paid,59092,Short_Term,728,793858,3_years,Rent,Debt_Consolidation,8864.64,16.5,38,7,0,24928,59026,0,0
Fully_Paid,430452,Long_Term,722,1338322,9_years,Own_Home,Debt_Consolidation,17063.52,13.8,48,5,1,217018,419496,0,1
Fully_Paid,437492,Long_Term,695,1586899,9_years,Rent,Debt_Consolidation,22705.95,17.3,31,8,0,377910,468006,0,0
Fully_Paid,757372,Short_Term,722,5139310,10+_years,Home_Mortgage,Debt_Consolidation,68095.81,12.3,10,13,1,824429,1547150,0,1
Not_Paid,471658,Long_Term,716,1163826,4_years,Home_Mortgage,Debt_Consolidation,14935.71,18.5,80,13,1,176035,523974,1,0
Fully_Paid,221672,Short_Term,739,631769,2_years,Rent,Debt_Consolidation,2069.1,14,46,2,0,56126,79838,0,0
Not_Paid,174834,Short_Term,739,1125408,<_1_year,Rent,Debt_Consolidation,13035.9,18.4,39,11,1,139688,212828,1,0
Fully_Paid,99999999,Short_Term,732,1056913,<_1_year,Rent,Other,22107.07,9.4,58,7,0,218367,477950,0,0
Fully_Paid,137874,Short_Term,719,396891,<_1_year,Rent,Debt_Consolidation,4729.48,13.3,68,7,0,169347,653598,0,0
Fully_Paid,649044,Long_Term,712,1494768,10+_years,Home_Mortgage,Debt_Consolidation,40483.3,20.3,71,10,0,389557,577544,0,0
Not_Paid,631312,Long_Term,701,1241308,10+_years,Home_Mortgage,Debt_Consolidation,28032.79,14.5,29,9,0,281694,728068,0,0
Fully_Paid,99999999,Short_Term,740,1520342,10+_years,Home_Mortgage,Home_Improvements,5004.41,19,33,7,0,19874,33066,0,0
Not_Paid,547888,Long_Term,678,1058737,8_years,Home_Mortgage,Debt_Consolidation,19322.05,20.5,13,12,0,416024,742258,0,0
Fully_Paid,114444,Short_Term,710,1596475,10+_years,Rent,Debt_Consolidation,32461.69,21.5,7,12,1,97622,286154,1,0
Fully_Paid,314886,Short_Term,713,1406627,10+_years,Rent,Debt_Consolidation,22974.8,21.1,53,17,1,301150,452848,1,0
Fully_Paid,213048,Short_Term,711,743432,3_years,Rent,Other,6003.24,10.7,16,10,0,68590,170038,0,0
Fully_Paid,235466,Short_Term,750,8096470,2_years,Home_Mortgage,Debt_Consolidation,39335.32,17.7,57,20,0,126388,799656,0,0
Not_Paid,66440,Short_Term,718,927770,2_years,Rent,Debt_Consolidation,4267.78,8,22,3,0,27018,59796,0,0
Fully_Paid,245740,Short_Term,697,1396215,10+_years,Home_Mortgage,Debt_Consolidation,11565.3,17.4,55,11,1,247855,931788,1,0
Fully_Paid,221276,Short_Term,742,3057632,<_1_year,Home_Mortgage,Debt_Consolidation,33379.2,16.1,41,8,0,544483,723844,0,0
Fully_Paid,218482,Short_Term,746,2924689,5_years,Home_Mortgage,Home_Improvements,33633.8,15.6,10,18,0,177099,456720,0,0
Fully_Paid,628584,Long_Term,632,2079094,3_years,Home_Mortgage,Other,29107.24,12.7,25,13,1,160474,690756,1,0
Fully_Paid,651156,Long_Term,673,2811810,5_years,Home_Mortgage,Buy_House,3655.41,13.3,28,5,0,16112,248886,0,0
Not_Paid,448624,Short_Term,735,1995361,<_1_year,Home_Mortgage,Debt_Consolidation,37080.4,14.3,8,5,0,182590,228800,0,0
Not_Paid,544676,Long_Term,669,1128942,5_years,Rent,Debt_Consolidation,31610.3,15,5,19,0,245917,507584,0,0
Fully_Paid,99999999,Short_Term,747,1412935,3_years,Home_Mortgage,Debt_Consolidation,14835.77,21.6,46,8,0,304494,493108,0,0
Fully_Paid,529980,Long_Term,694,1927170,2_years,Rent,Debt_Consolidation,22804.75,15.9,78,12,0,203300,561814,0,0
Fully_Paid,400114,Long_Term,724,1367829,10+_years,Rent,Debt_Consolidation,11626.67,13.3,21,11,0,332139,531190,0,0
Not_Paid,110088,Short_Term,698,612769,10+_years,Rent,Other,3119.99,12.1,70,6,0,57627,494340,0,0
Fully_Paid,99999999,Long_Term,672,1250067,3_years,Home_Mortgage,Debt_Consolidation,30939.22,16.6,26,10,1,121448,160358,1,0
Fully_Paid,199100,Short_Term,723,1184593,6_years,Rent,Debt_Consolidation,16386.93,15,82,16,0,191824,528858,0,0
Fully_Paid,482438,Short_Term,721,1045209,<_1_year,Rent,Debt_Consolidation,10103.82,14,29,5,0,300447,506396,0,0
Fully_Paid,430848,Short_Term,750,1637230,8_years,Home_Mortgage,Debt_Consolidation,31516.44,27.4,60,21,0,587746,1076812,0,0
Fully_Paid,215358,Long_Term,713,1804107,2_years,Home_Mortgage,Other,15936.25,12.1,54,7,0,321024,409376,0,0
Fully_Paid,99999999,Short_Term,713,1691361,1_year,Rent,Debt_Consolidation,24454.33,25.5,16,14,0,314716,478874,0,0
Fully_Paid,47608,Short_Term,709,1224208,10+_years,Home_Mortgage,Debt_Consolidation,10712.01,24.1,25,5,1,1434614,10253892,0,0
Not_Paid,323840,Long_Term,6760,872575,5_years,Home_Mortgage,Debt_Consolidation,24213.79,8.1,9,9,0,96501,114378,0,0
Fully_Paid,445896,Short_Term,701,1521121,5_years,Rent,Debt_Consolidation,25935,11.9,45,8,0,366073,799766,0,0
Fully_Paid,99999999,Short_Term,707,1118948,10+_years,Rent,Debt_Consolidation,29465.58,15.7,63,11,1,66994,129294,1,0
Fully_Paid,222596,Short_Term,719,1029021,10+_years,Home_Mortgage,Other,13977.35,19.3,16,13,0,69521,187220,0,0
Fully_Paid,99999999,Short_Term,739,1395360,4_years,Home_Mortgage,Debt_Consolidation,21046.68,20,4,9,0,90820,255838,0,0
Fully_Paid,306988,Long_Term,711,1553896,10+_years,Rent,Debt_Consolidation,20977.52,14.8,74,15,0,246278,615890,0,0
Not_Paid,647328,Short_Term,732,1490816,10+_years,Own_Home,Debt_Consolidation,12398.64,25.3,36,6,0,587632,1246168,0,0
Fully_Paid,349448,Short_Term,723,2044476,10+_years,Rent,Debt_Consolidation,21637.39,19.6,81,11,0,243504,331320,0,0
Fully_Paid,653004,Long_Term,720,2180630,2_years,Home_Mortgage,Debt_Consolidation,14664.77,16.2,17,12,0,1301481,3702666,0,0
Fully_Paid,99999999,Short_Term,749,763344,5_years,Home_Mortgage,Other,2086.58,9.1,45,4,0,24738,125092,0,0
Fully_Paid,203280,Short_Term,723,631655,10+_years,Home_Mortgage,Debt_Consolidation,6737.78,14.8,10,9,0,190285,404272,0,0
Not_Paid,332904,Short_Term,741,1485458,6_years,Home_Mortgage,Business_Loan,10522.01,20.6,50,7,0,115805,321574,0,0
Fully_Paid,210518,Short_Term,737,1041656,10+_years,Rent,Debt_Consolidation,16579.78,15.7,77,8,0,469015,616418,0,0
Fully_Paid,129734,Short_Term,698,933660,10+_years,Rent,Debt_Consolidation,5850.86,22.3,21,10,0,109554,205282,0,0
Fully_Paid,265474,Long_Term,680,1069966,3_years,Rent,Debt_Consolidation,21800.41,17,58,16,0,295355,538538,0,0
Not_Paid,378774,Long_Term,702,1594309,10+_years,Home_Mortgage,Other,49689.18,19.2,14,24,0,698497,1585848,0,0
Fully_Paid,176330,Short_Term,728,1021383,9_years,Rent,Buy_a_Car,13516.22,20.7,9,6,0,37487,137830,0,0
Fully_Paid,99999999,Short_Term,715,630705,7_years,Rent,Other,8934.94,10.3,19,17,0,240616,436018,0,0
Fully_Paid,216920,Short_Term,750,1217710,7_years,Home_Mortgage,Debt_Consolidation,10959.39,13.8,68,12,0,170373,846648,0,0
Not_Paid,284416,Short_Term,715,1483064,10+_years,Rent,Debt_Consolidation,24470.48,13,25,23,1,116337,500720,1,0
Fully_Paid,140316,Short_Term,746,1420155,7_years,Home_Mortgage,Debt_Consolidation,7254.77,29.4,47,9,0,192147,433730,0,0
Fully_Paid,80388,Short_Term,706,964155,<_1_year,Rent,Debt_Consolidation,5672.45,8.3,37,11,0,31217,722964,0,0
Fully_Paid,476454,Short_Term,714,1028698,1_year,Home_Mortgage,Debt_Consolidation,23574.44,20,28,24,1,438691,1704560,1,0
Fully_Paid,104412,Short_Term,698,1540558,1_year,Home_Mortgage,Debt_Consolidation,22979.93,15.2,22,12,0,218367,763884,0,0
Not_Paid,355498,Long_Term,6860,1065387,10+_years,Rent,Debt_Consolidation,19265.43,24,62,8,0,146376,219846,0,0
Fully_Paid,387772,Long_Term,691,1116288,<_1_year,Home_Mortgage,Debt_Consolidation,14046.7,17.4,12,18,0,242820,627572,0,0
Fully_Paid,85844,Short_Term,716,1149025,10+_years,Home_Mortgage,Other,35428.16,15.1,41,11,0,236930,373274,0,0
Fully_Paid,156156,Short_Term,667,1733940,10+_years,Home_Mortgage,Debt_Consolidation,25142.13,15.4,82,7,0,250420,332530,0,0
Fully_Paid,433400,Long_Term,697,860890,10+_years,Home_Mortgage,Debt_Consolidation,8250.18,12,46,7,0,303905,790790,0,0
Fully_Paid,99999999,Long_Term,738,1916682,10+_years,Rent,Debt_Consolidation,46319.91,15.3,55,19,0,346541,1238468,0,0
Fully_Paid,326502,Long_Term,713,1390572,2_years,Home_Mortgage,Debt_Consolidation,15875.64,8.4,24,11,0,35568,433598,0,0
Fully_Paid,544566,Short_Term,707,2633666,<_1_year,Home_Mortgage,Other,34457.26,21.3,41,5,0,1159038,1405272,0,0
Fully_Paid,262636,Short_Term,742,1304179,9_years,Home_Mortgage,Debt_Consolidation,25648.86,19.5,42,15,0,532779,1140326,0,0
Fully_Paid,649440,Long_Term,700,3611824,4_years,Home_Mortgage,Home_Improvements,42438.97,34.7,8,17,0,509808,969298,0,0
Not_Paid,106216,Short_Term,663,704159,10+_years,Rent,Debt_Consolidation,11618.69,12.5,75,15,1,264727,424556,1,0
Fully_Paid,99999999,Short_Term,746,889846,1_year,Own_Home,Debt_Consolidation,8824.17,15.4,19,11,0,0,0,0,0
Fully_Paid,513634,Long_Term,740,2121559,1_year,Own_Home,Debt_Consolidation,26873.03,29.4,30,14,0,202388,526636,0,0
Fully_Paid,346456,Short_Term,704,1039110,4_years,Home_Mortgage,Debt_Consolidation,5524.44,22.8,62,7,2,132620,326700,1,0
Fully_Paid,99999999,Long_Term,654,1155618,6_years,Rent,Debt_Consolidation,23979.14,11.3,4,13,0,315210,619674,0,0
Fully_Paid,34980,Short_Term,700,1038426,<_1_year,Rent,Buy_House,13672.59,8.4,17,11,0,56145,211772,0,0
Fully_Paid,260238,Long_Term,654,1341837,2_years,Own_Home,Debt_Consolidation,14089.26,13,36,14,0,83410,355036,0,0
Fully_Paid,713020,Long_Term,700,2501616,10+_years,Home_Mortgage,Debt_Consolidation,16281.29,16.4,12,8,0,797240,1053800,0,0
Fully_Paid,268708,Short_Term,713,754186,10+_years,Home_Mortgage,Debt_Consolidation,16969.28,15.7,61,12,1,177251,295724,1,0
Fully_Paid,223652,Short_Term,723,1738386,8_years,Rent,Business_Loan,9850.93,19.5,46,10,0,320929,451506,0,0
Not_Paid,221892,Long_Term,720,1322267,8_years,Rent,Debt_Consolidation,10159.49,13.7,5,9,1,31958,90926,1,0
Fully_Paid,328658,Long_Term,723,1037267,9_years,Home_Mortgage,Debt_Consolidation,26018.03,14.5,27,7,0,91960,137566,0,0
Fully_Paid,99999999,Short_Term,741,1049389,4_years,Own_Home,Debt_Consolidation,19763.42,17.4,4,8,0,194142,370942,0,0
Not_Paid,589248,Long_Term,734,1530488,4_years,Rent,Debt_Consolidation,32522.87,19.5,53,20,0,115292,967296,0,0
Fully_Paid,133034,Short_Term,740,1340374,8_years,Home_Mortgage,Debt_Consolidation,12286.92,23,28,12,0,410761,779702,0,0
Fully_Paid,666182,Short_Term,736,2879070,8_years,Home_Mortgage,Debt_Consolidation,40546.95,20,82,19,0,613358,1467356,0,0
Fully_Paid,300520,Short_Term,736,1542382,2_years,Rent,Debt_Consolidation,37145.76,17.6,22,13,1,184832,304854,0,0
Fully_Paid,99999999,Short_Term,728,1027140,9_years,Home_Mortgage,Other,19087.4,12.4,3,3,0,3097,6490,0,0
Fully_Paid,386144,Long_Term,722,1111614,10+_years,Rent,Debt_Consolidation,11301.39,18.8,9,8,1,258210,583946,1,0
Fully_Paid,449768,Short_Term,720,2330616,5_years,Home_Mortgage,Debt_Consolidation,20198.71,17.9,79,16,0,229140,411334,0,0
Not_Paid,445720,Long_Term,6870,2020935,10+_years,Home_Mortgage,Home_Improvements,19030.4,18.8,26,22,0,265696,708906,0,0
Fully_Paid,530332,Short_Term,746,1755695,8_years,Home_Mortgage,Debt_Consolidation,13840.74,20.4,27,13,0,709023,1115466,0,0
Fully_Paid,618772,Long_Term,718,2099405,10+_years,Home_Mortgage,Debt_Consolidation,21343.84,26.4,13,24,0,654037,1753026,0,0
Fully_Paid,353298,Short_Term,745,1373054,10+_years,Home_Mortgage,Debt_Consolidation,21053.52,22.5,40,14,0,101080,264770,0,0
Fully_Paid,460438,Short_Term,727,1476965,10+_years,Rent,Debt_Consolidation,30893.05,30.2,5,15,0,145046,420926,0,0
Not_Paid,248776,Long_Term,6680,1534592,1_year,Rent,Business_Loan,4271.39,16.9,16,4,0,108851,140844,0,0
Fully_Paid,230824,Long_Term,725,2213576,10+_years,Home_Mortgage,Debt_Consolidation,13613.5,22.7,61,12,0,67830,224422,0,0
Not_Paid,225126,Short_Term,708,699941,6_years,Home_Mortgage,Debt_Consolidation,13123.87,15,11,9,0,67488,87802,0,0
Not_Paid,538186,Long_Term,682,1510595,6_years,Home_Mortgage,Debt_Consolidation,29834.37,17,45,17,0,707959,1337248,0,0
Fully_Paid,598686,Long_Term,719,1449662,5_years,Own_Home,Debt_Consolidation,22107.26,20,5,13,0,485849,1127368,0,0
Fully_Paid,99999999,Short_Term,655,1263652,10+_years,Rent,Other,25378.49,20.2,22,4,0,136306,195822,0,0
Not_Paid,267454,Short_Term,733,1732401,3_years,Rent,Debt_Consolidation,27718.34,14.9,36,14,0,506559,657536,0,0
Not_Paid,464552,Long_Term,702,2674630,2_years,Own_Home,Debt_Consolidation,10988.27,18,3,11,0,116869,545622,0,0
Fully_Paid,482152,Short_Term,739,1608863,<_1_year,Rent,Debt_Consolidation,13541.3,11.9,14,11,0,86545,326392,0,0
Fully_Paid,279972,Short_Term,723,842688,10+_years,Rent,Debt_Consolidation,10674.01,15.6,53,6,2,113658,365596,0,1
Fully_Paid,431200,Short_Term,737,1675800,2_years,Home_Mortgage,Debt_Consolidation,20249.25,29.6,10,10,0,241794,848430,0,0
Not_Paid,378708,Long_Term,621,964820,10+_years,Rent,Debt_Consolidation,17206.02,19.7,2,11,0,167067,332948,0,0
Fully_Paid,198792,Short_Term,708,2289120,10+_years,Home_Mortgage,Debt_Consolidation,28804.76,14,12,15,0,5149,99396,0,0
Fully_Paid,99999999,Short_Term,715,930905,6_years,Home_Mortgage,Debt_Consolidation,26143.05,20.8,76,16,1,265772,575212,1,0
Fully_Paid,404316,Long_Term,663,1474324,4_years,Home_Mortgage,Debt_Consolidation,28012.08,16.9,33,14,1,147611,540870,1,0
Fully_Paid,110660,Short_Term,721,3153810,10+_years,Rent,Debt_Consolidation,36794.45,32,6,12,0,77026,166100,0,0
Fully_Paid,358358,Long_Term,720,1352230,4_years,Rent,Debt_Consolidation,20058.3,17,24,9,0,324805,555522,0,0
Not_Paid,274670,Long_Term,616,1221301,4_years,Rent,Other,23713.33,13.5,15,12,0,146414,252296,0,0
Not_Paid,121814,Short_Term,728,1243284,6_years,Home_Mortgage,Buy_a_Car,10360.7,18.7,10,8,0,275538,409552,0,0
Not_Paid,424490,Long_Term,673,917681,10+_years,Home_Mortgage,Debt_Consolidation,15753.66,21,26,12,0,279281,360118,0,0
Fully_Paid,48840,Short_Term,740,747821,1_year,Home_Mortgage,Other,12401.3,17.4,28,7,0,17689,706662,0,0
Not_Paid,346544,Long_Term,712,972686,10+_years,Rent,Debt_Consolidation,31693.33,13,41,12,0,306071,482834,0,0
Fully_Paid,99132,Short_Term,718,1160501,10+_years,Rent,Other,11218.36,19.7,8,6,0,25631,233640,0,0
Not_Paid,666468,Long_Term,715,1534896,10+_years,Home_Mortgage,Debt_Consolidation,19441.94,20.4,3,15,0,633384,1156738,0,0
Fully_Paid,124608,Short_Term,713,768664,4_years,Own_Home,Debt_Consolidation,16718.48,22.3,19,9,0,107977,313368,0,0
Not_Paid,268048,Long_Term,723,1041694,10+_years,Home_Mortgage,Debt_Consolidation,28820.34,32.3,36,11,0,154527,236654,0,0
Not_Paid,764456,Long_Term,710,1603372,9_years,Home_Mortgage,Debt_Consolidation,25386.66,22.4,7,8,0,162393,395032,0,0
Fully_Paid,55418,Short_Term,723,1123660,10+_years,Home_Mortgage,Home_Improvements,7481.63,20.7,61,14,0,9443,607068,0,0
Fully_Paid,306130,Long_Term,676,919733,10+_years,Rent,Debt_Consolidation,14255.7,32.9,5,8,0,132221,311784,0,0
Fully_Paid,324654,Long_Term,600,9346100,10+_years,Home_Mortgage,Other,77884.23,30.4,18,10,1,182115,224818,0,1
Not_Paid,307142,Short_Term,7310,1458896,5_years,Home_Mortgage,Debt_Consolidation,19695.21,12.3,34,17,0,339872,625636,0,0
Fully_Paid,99999999,Short_Term,738,1613708,10+_years,Home_Mortgage,Home_Improvements,10274.06,11.8,46,12,0,146832,1156540,0,0
Fully_Paid,56782,Short_Term,721,1225747,6_years,Rent,Other,13380.94,16.4,69,12,0,93119,222750,0,0
Fully_Paid,44550,Short_Term,683,1154250,10+_years,Rent,Other,7310.25,19.3,19,4,0,19570,22286,0,0
Fully_Paid,77330,Short_Term,706,1298479,10+_years,Rent,Debt_Consolidation,13201.2,12.6,48,6,0,14497,73018,0,0
Fully_Paid,217382,Long_Term,671,938695,8_years,Rent,Debt_Consolidation,11420.71,19.7,69,12,0,131480,286682,0,0
Fully_Paid,303842,Short_Term,735,1911837,7_years,Own_Home,Debt_Consolidation,17843.85,12.1,53,9,1,121125,273372,0,0
Fully_Paid,99999999,Short_Term,732,1088890,3_years,Rent,Debt_Consolidation,25588.82,16,31,10,0,364135,702724,0,0
Fully_Paid,99999999,Short_Term,735,818919,10+_years,Rent,Debt_Consolidation,6524.03,16.8,30,4,1,48507,68090,1,0
Not_Paid,240064,Short_Term,699,974529,10+_years,Home_Mortgage,Business_Loan,18353.43,16.4,73,10,1,320587,517704,1,0
Fully_Paid,79728,Short_Term,705,2103794,2_years,Home_Mortgage,Medical_Bills,23141.81,17.5,36,15,1,181678,367774,1,0
